               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.046777,            0.044648,           0.0039909,              0.7791,             0.58081,             0.67006,             0.40338,             0.04291,            0.029997,           0.0024501,            0.006073,            0.006073,            0.006073
                 121,            0.046659,            0.044617,           0.0039421,             0.77982,             0.57997,              0.6696,             0.40343,            0.042895,            0.029988,           0.0024478,             0.00604,             0.00604,             0.00604
                 122,            0.046688,            0.044672,           0.0039726,             0.77969,             0.58018,             0.66942,             0.40368,            0.042883,            0.029982,           0.0024484,            0.006007,            0.006007,            0.006007
                 123,            0.046722,            0.044608,           0.0039842,             0.77791,             0.58013,             0.66896,             0.40369,            0.042869,            0.029975,           0.0024482,            0.005974,            0.005974,            0.005974
                 124,             0.04672,            0.044628,           0.0040262,             0.77727,             0.58033,             0.66952,              0.4037,            0.042859,             0.02997,           0.0024473,            0.005941,            0.005941,            0.005941
                 125,             0.04667,            0.044605,           0.0039792,             0.77714,             0.58112,             0.66993,             0.40385,            0.042847,            0.029968,           0.0024462,            0.005908,            0.005908,            0.005908
                 126,            0.046614,             0.04459,           0.0039276,             0.77724,             0.58134,             0.67041,             0.40434,            0.042837,            0.029965,           0.0024436,            0.005875,            0.005875,            0.005875
                 127,            0.046605,            0.044678,           0.0039578,              0.7768,             0.58198,             0.67032,             0.40448,            0.042829,            0.029961,            0.002443,            0.005842,            0.005842,            0.005842
                 128,            0.046633,            0.044607,           0.0039815,             0.77334,             0.58284,             0.67056,             0.40458,            0.042818,            0.029952,           0.0024424,            0.005809,            0.005809,            0.005809
                 129,            0.046605,            0.044704,           0.0039437,             0.77593,             0.58263,             0.67099,             0.40455,            0.042806,             0.02995,           0.0024394,            0.005776,            0.005776,            0.005776
                 130,            0.046546,            0.044596,           0.0039146,              0.7788,             0.58251,             0.67131,             0.40495,            0.042794,            0.029948,           0.0024402,            0.005743,            0.005743,            0.005743
                 131,            0.046558,            0.044429,           0.0039428,             0.77666,             0.58436,             0.67164,             0.40534,            0.042784,            0.029943,           0.0024395,             0.00571,             0.00571,             0.00571
                 132,            0.046609,            0.044642,           0.0039895,              0.7769,             0.58455,             0.67147,             0.40551,            0.042769,            0.029935,           0.0024385,            0.005677,            0.005677,            0.005677
                 133,             0.04643,            0.044472,           0.0039187,             0.77828,             0.58478,             0.67188,             0.40601,            0.042757,            0.029932,           0.0024375,            0.005644,            0.005644,            0.005644
                 134,            0.046538,            0.044557,           0.0039128,             0.77676,             0.58565,             0.67136,             0.40591,            0.042745,             0.02993,           0.0024383,            0.005611,            0.005611,            0.005611
                 135,            0.046586,            0.044534,           0.0040041,             0.77675,             0.58586,             0.67213,             0.40594,            0.042728,            0.029926,           0.0024392,            0.005578,            0.005578,            0.005578
                 136,            0.046441,             0.04441,           0.0038965,             0.77684,             0.58648,             0.67284,             0.40629,            0.042714,            0.029916,           0.0024376,            0.005545,            0.005545,            0.005545
                 137,            0.046453,            0.044506,           0.0039415,             0.77562,             0.58687,             0.67215,             0.40626,            0.042699,            0.029916,           0.0024368,            0.005512,            0.005512,            0.005512
                 138,            0.046501,            0.044501,           0.0039128,             0.77483,              0.5862,             0.67226,             0.40619,            0.042687,            0.029908,           0.0024376,            0.005479,            0.005479,            0.005479
                 139,            0.046451,            0.044298,           0.0039362,             0.77554,             0.58593,             0.67206,             0.40673,            0.042674,            0.029908,           0.0024401,            0.005446,            0.005446,            0.005446
                 140,            0.046465,            0.044477,           0.0039338,             0.77673,             0.58701,             0.67273,             0.40682,            0.042661,            0.029902,           0.0024389,            0.005413,            0.005413,            0.005413
                 141,            0.046412,            0.044323,            0.003897,               0.776,             0.58616,             0.67217,             0.40658,            0.042651,            0.029897,           0.0024381,             0.00538,             0.00538,             0.00538
                 142,             0.04644,            0.044431,           0.0039512,             0.77491,             0.58643,             0.67226,             0.40681,            0.042642,            0.029893,           0.0024384,            0.005347,            0.005347,            0.005347
                 143,            0.046448,            0.044438,           0.0039246,             0.77512,             0.58602,             0.67244,             0.40704,            0.042627,            0.029887,           0.0024362,            0.005314,            0.005314,            0.005314
                 144,            0.046364,            0.044353,           0.0038939,             0.77537,             0.58723,             0.67266,             0.40666,            0.042614,            0.029885,           0.0024354,            0.005281,            0.005281,            0.005281
                 145,            0.046352,            0.044471,            0.003918,             0.77645,             0.58723,             0.67305,             0.40705,            0.042603,            0.029878,           0.0024342,            0.005248,            0.005248,            0.005248
                 146,            0.046281,            0.044282,           0.0038895,             0.77059,             0.58873,             0.67252,             0.40707,            0.042593,            0.029877,           0.0024333,            0.005215,            0.005215,            0.005215
                 147,            0.046316,            0.044517,           0.0038646,              0.7723,             0.58768,             0.67257,             0.40742,            0.042583,            0.029874,           0.0024324,            0.005182,            0.005182,            0.005182
                 148,            0.046344,            0.044163,           0.0039204,              0.7731,              0.5876,             0.67292,             0.40746,            0.042574,            0.029867,           0.0024284,            0.005149,            0.005149,            0.005149
                 149,            0.046307,            0.044318,           0.0038895,             0.77268,             0.58841,             0.67381,             0.40783,            0.042564,            0.029867,           0.0024256,            0.005116,            0.005116,            0.005116
                 150,              0.0463,            0.044327,           0.0038543,             0.77422,             0.58834,             0.67428,             0.40794,            0.042557,            0.029865,            0.002421,            0.005083,            0.005083,            0.005083
                 151,            0.046395,            0.044484,            0.003886,             0.77265,             0.58842,             0.67384,             0.40771,             0.04255,            0.029863,           0.0024173,             0.00505,             0.00505,             0.00505
                 152,            0.046226,            0.044524,           0.0038475,             0.77279,             0.58873,             0.67443,             0.40796,            0.042542,            0.029858,            0.002414,            0.005017,            0.005017,            0.005017
                 153,            0.046234,            0.044296,            0.003876,             0.77152,             0.58799,             0.67454,              0.4082,            0.042535,            0.029853,           0.0024095,            0.004984,            0.004984,            0.004984
                 154,             0.04622,            0.044323,           0.0038973,             0.77092,             0.58847,             0.67448,             0.40805,            0.042528,            0.029854,           0.0024057,            0.004951,            0.004951,            0.004951
                 155,            0.046171,            0.044329,           0.0038455,             0.77137,             0.58802,             0.67458,             0.40822,            0.042522,             0.02985,           0.0024041,            0.004918,            0.004918,            0.004918
                 156,            0.046114,            0.044181,           0.0038534,             0.77125,             0.58911,             0.67478,             0.40859,            0.042513,            0.029847,           0.0024035,            0.004885,            0.004885,            0.004885
                 157,            0.046147,            0.044232,            0.003847,              0.7738,             0.58792,             0.67485,             0.40899,            0.042504,            0.029839,           0.0024022,            0.004852,            0.004852,            0.004852
