               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 100,            0.036909,            0.014934,             0.04395,             0.60725,             0.70936,             0.71217,             0.50543,            0.030697,           0.0039891,            0.037379,            0.006733,            0.006733,            0.006733
                 101,            0.035521,            0.014807,             0.04042,              0.6548,              0.6362,             0.69109,              0.5018,            0.028299,           0.0041566,            0.032305,              0.0067,              0.0067,              0.0067
                 102,            0.034286,            0.015053,            0.044762,             0.61432,             0.59049,             0.68265,             0.46851,            0.032351,           0.0039746,            0.038537,            0.006667,            0.006667,            0.006667
                 103,            0.037429,            0.014767,            0.041268,             0.58454,             0.64956,             0.69854,             0.49051,            0.028186,           0.0039354,            0.032853,            0.006634,            0.006634,            0.006634
                 104,             0.03398,            0.014743,             0.04422,             0.64698,             0.63054,             0.70623,             0.50908,            0.030293,           0.0039434,            0.037798,            0.006601,            0.006601,            0.006601
                 105,            0.034574,            0.014541,             0.04514,             0.62902,             0.65529,             0.70119,              0.5023,            0.028311,           0.0040997,            0.032976,            0.006568,            0.006568,            0.006568
                 106,            0.038234,            0.014536,            0.044475,             0.55563,             0.67872,             0.66931,             0.46917,            0.033871,           0.0040463,             0.04974,            0.006535,            0.006535,            0.006535
                 107,            0.034124,            0.014626,            0.043354,              0.6202,              0.6446,             0.71131,             0.51788,            0.029984,           0.0041367,            0.044179,            0.006502,            0.006502,            0.006502
                 108,            0.035939,            0.014575,            0.042414,             0.72852,             0.62502,             0.73893,             0.50722,            0.033614,           0.0042185,            0.037911,            0.006469,            0.006469,            0.006469
                 109,            0.036877,            0.014865,            0.040317,              0.6863,             0.70436,             0.73206,             0.51082,            0.030711,            0.004183,            0.041877,            0.006436,            0.006436,            0.006436
                 110,             0.03253,            0.014405,            0.040025,             0.70837,             0.64117,             0.71271,             0.51788,            0.031209,            0.003943,            0.036747,            0.006403,            0.006403,            0.006403
                 111,            0.036163,            0.014729,            0.040684,             0.58938,             0.66649,             0.72505,             0.53758,             0.03326,            0.004063,            0.042684,             0.00637,             0.00637,             0.00637
                 112,            0.033239,            0.014831,            0.042669,             0.57279,             0.62711,               0.678,             0.47297,            0.035734,           0.0043285,            0.043769,            0.006337,            0.006337,            0.006337
                 113,            0.034141,            0.014534,            0.045747,             0.60473,             0.66801,             0.76487,             0.55948,            0.032819,           0.0040425,            0.036283,            0.006304,            0.006304,            0.006304
                 114,            0.034812,            0.014746,            0.044295,             0.75605,             0.66836,             0.77406,              0.5404,            0.032742,           0.0040856,            0.042783,            0.006271,            0.006271,            0.006271
                 115,            0.034101,            0.015078,            0.042374,             0.66739,             0.60782,             0.73573,             0.52059,             0.03017,           0.0040753,             0.03378,            0.006238,            0.006238,            0.006238
                 116,            0.032573,            0.014184,            0.039233,             0.73422,             0.69114,             0.78445,             0.56084,            0.030915,           0.0040666,            0.031303,            0.006205,            0.006205,            0.006205
                 117,            0.033013,            0.014771,            0.039811,             0.69309,             0.64577,             0.73931,             0.52991,             0.03305,           0.0041047,            0.040528,            0.006172,            0.006172,            0.006172
                 118,            0.032428,            0.014569,            0.037785,             0.71137,             0.71123,             0.77746,             0.54682,            0.029959,           0.0040423,            0.040411,            0.006139,            0.006139,            0.006139
                 119,            0.033098,            0.014194,            0.041667,             0.72444,             0.72256,             0.78153,              0.5762,            0.032444,           0.0039203,            0.031067,            0.006106,            0.006106,            0.006106
                 120,            0.035049,            0.014833,            0.039728,              0.7052,             0.76474,             0.77896,             0.56858,            0.031886,           0.0039113,             0.03338,            0.006073,            0.006073,            0.006073
                 121,            0.034291,            0.014485,            0.040985,             0.62851,             0.69554,             0.74103,              0.5288,            0.032077,           0.0043303,            0.032837,             0.00604,             0.00604,             0.00604
                 122,            0.031501,            0.014413,            0.039526,             0.68011,             0.71702,             0.75624,             0.55899,             0.03384,           0.0038909,            0.038268,            0.006007,            0.006007,            0.006007
                 123,            0.031417,             0.01413,            0.036357,             0.72931,             0.78033,             0.83437,             0.62431,            0.032416,           0.0037948,            0.026835,            0.005974,            0.005974,            0.005974
                 124,            0.032605,            0.013958,            0.037186,             0.82737,             0.64977,             0.78458,             0.55891,            0.030653,           0.0040064,            0.035556,            0.005941,            0.005941,            0.005941
                 125,             0.03305,            0.014126,            0.037709,             0.79307,             0.66225,             0.78689,             0.57194,            0.030025,           0.0041391,            0.031277,            0.005908,            0.005908,            0.005908
                 126,            0.031215,            0.014377,            0.038581,             0.69906,             0.70777,             0.77265,             0.56694,             0.02695,           0.0041037,            0.027179,            0.005875,            0.005875,            0.005875
                 127,            0.033522,            0.014395,            0.036232,             0.73066,             0.70668,             0.79209,             0.58067,            0.027282,           0.0041911,             0.03337,            0.005842,            0.005842,            0.005842
                 128,            0.031586,            0.014127,            0.036199,             0.67151,              0.6618,             0.73755,             0.55131,            0.030366,           0.0039521,            0.040528,            0.005809,            0.005809,            0.005809
                 129,            0.034496,            0.014528,            0.035034,              0.7211,             0.61052,             0.73665,             0.54968,            0.029865,           0.0040515,            0.037912,            0.005776,            0.005776,            0.005776
                 130,             0.03022,            0.014016,            0.033632,             0.79698,             0.64321,             0.79506,             0.58547,            0.029952,            0.003844,            0.035246,            0.005743,            0.005743,            0.005743
                 131,            0.033994,            0.014126,            0.037599,             0.71681,             0.70971,             0.77396,             0.58679,            0.030714,           0.0037189,            0.030459,             0.00571,             0.00571,             0.00571
                 132,             0.03403,            0.014573,            0.034519,             0.81441,             0.66768,             0.81182,              0.5946,            0.032857,           0.0039102,            0.029552,            0.005677,            0.005677,            0.005677
                 133,            0.032879,            0.014733,            0.033968,              0.7486,             0.69197,             0.77794,             0.59156,            0.030576,           0.0040629,            0.038942,            0.005644,            0.005644,            0.005644
                 134,            0.033639,            0.013849,             0.03564,             0.79341,             0.67876,             0.78598,             0.58245,            0.031746,           0.0040646,            0.039053,            0.005611,            0.005611,            0.005611
                 135,            0.032398,            0.014034,            0.038826,             0.78057,             0.76051,             0.85528,             0.62894,            0.030064,            0.004135,             0.02261,            0.005578,            0.005578,            0.005578
                 136,            0.032159,            0.013918,            0.040573,             0.77345,             0.73536,             0.79596,             0.59974,            0.031052,           0.0039367,            0.025673,            0.005545,            0.005545,            0.005545
                 137,            0.031448,            0.014247,            0.038589,             0.63964,             0.66084,             0.72124,             0.52796,            0.032286,           0.0041242,            0.031376,            0.005512,            0.005512,            0.005512
                 138,            0.031726,            0.013775,            0.035096,             0.76751,             0.67141,             0.76466,             0.57699,            0.028165,            0.004047,            0.033073,            0.005479,            0.005479,            0.005479
                 139,            0.031233,            0.013628,            0.035709,             0.64744,             0.75495,             0.79129,             0.58898,            0.030684,           0.0040345,            0.029312,            0.005446,            0.005446,            0.005446
                 140,            0.032157,            0.014181,            0.037095,             0.73311,             0.71161,             0.78847,             0.58867,            0.033287,            0.004077,            0.028502,            0.005413,            0.005413,            0.005413
                 141,            0.029915,            0.013841,            0.031224,             0.76093,             0.75109,             0.81234,             0.61179,            0.030041,           0.0037642,            0.025919,             0.00538,             0.00538,             0.00538
                 142,            0.029641,            0.013522,            0.032274,             0.72713,             0.76294,             0.82804,             0.63485,            0.033825,           0.0037243,            0.033368,            0.005347,            0.005347,            0.005347
                 143,            0.031991,            0.013733,            0.037379,             0.66608,             0.76343,             0.79965,             0.60542,            0.034189,           0.0036904,            0.038459,            0.005314,            0.005314,            0.005314
                 144,            0.029474,            0.013637,            0.034348,             0.77944,              0.7401,             0.79206,             0.55979,            0.036402,           0.0036657,            0.036319,            0.005281,            0.005281,            0.005281
                 145,             0.03253,            0.013668,            0.032447,             0.66068,             0.66469,             0.75438,             0.56992,            0.033839,           0.0037794,            0.035979,            0.005248,            0.005248,            0.005248
                 146,            0.032402,            0.014415,            0.032864,             0.76077,             0.73059,             0.80411,              0.6178,            0.029036,           0.0037046,            0.033205,            0.005215,            0.005215,            0.005215
                 147,            0.031419,            0.013622,            0.036181,              0.8231,             0.72217,              0.8202,              0.6289,            0.030102,           0.0035893,            0.035957,            0.005182,            0.005182,            0.005182
                 148,            0.031048,            0.013372,            0.035381,             0.80548,             0.65414,             0.77554,             0.58449,             0.03003,           0.0038836,            0.040615,            0.005149,            0.005149,            0.005149
                 149,            0.032371,            0.014101,            0.031428,             0.81785,             0.76853,             0.83432,              0.6266,            0.031281,           0.0039324,              0.0316,            0.005116,            0.005116,            0.005116
                 150,            0.033533,             0.01405,            0.029184,              0.8018,             0.67272,             0.79024,             0.60272,            0.030348,           0.0038326,            0.034751,            0.005083,            0.005083,            0.005083
                 151,            0.030831,            0.013295,            0.032691,             0.71893,             0.74801,             0.79963,              0.6066,            0.030488,           0.0037585,            0.030669,             0.00505,             0.00505,             0.00505
                 152,            0.032067,            0.013386,            0.032919,             0.67688,             0.66756,             0.71642,             0.53931,            0.027293,           0.0039151,            0.037229,            0.005017,            0.005017,            0.005017
                 153,            0.031237,            0.013383,            0.030219,             0.84484,              0.7486,              0.8403,             0.63985,            0.029745,           0.0037681,            0.029805,            0.004984,            0.004984,            0.004984
                 154,            0.028616,            0.013874,            0.030893,             0.70349,             0.75499,             0.81993,             0.63453,            0.030836,           0.0036576,            0.029129,            0.004951,            0.004951,            0.004951
                 155,            0.028888,            0.013325,             0.03088,             0.77253,             0.77292,             0.83539,             0.65091,            0.030783,           0.0036936,            0.029726,            0.004918,            0.004918,            0.004918
                 156,            0.029283,            0.013432,            0.030003,             0.84772,             0.69448,             0.80148,             0.61092,            0.031721,           0.0036671,            0.030389,            0.004885,            0.004885,            0.004885
                 157,             0.03037,            0.013117,            0.028441,             0.79256,             0.69447,             0.82898,             0.63811,            0.030718,           0.0035732,            0.028436,            0.004852,            0.004852,            0.004852
