               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.041731,             0.04101,           0.0029165,             0.80954,             0.63933,             0.73958,              0.4793,            0.037856,            0.027698,           0.0017859,            0.006172,            0.006172,            0.006172
                 118,            0.041725,            0.041028,           0.0029093,             0.80996,             0.63864,             0.73943,             0.47939,            0.037845,            0.027696,           0.0017877,            0.006139,            0.006139,            0.006139
                 119,             0.04164,            0.040925,             0.00288,             0.80983,             0.63895,             0.73992,             0.47962,            0.037831,            0.027692,           0.0017885,            0.006106,            0.006106,            0.006106
                 120,            0.041654,            0.041041,           0.0029093,             0.80999,             0.63916,             0.74015,             0.47977,            0.037819,            0.027689,            0.001789,            0.006073,            0.006073,            0.006073
                 121,            0.041569,            0.040841,           0.0028799,              0.8122,             0.63898,             0.74089,             0.47967,             0.03781,            0.027687,           0.0017883,             0.00604,             0.00604,             0.00604
                 122,            0.041607,            0.041044,           0.0028671,             0.81132,             0.63995,             0.74042,              0.4797,            0.037802,            0.027683,           0.0017881,            0.006007,            0.006007,            0.006007
                 123,            0.041577,             0.04072,           0.0028967,             0.81316,             0.63993,             0.74046,             0.48002,            0.037791,            0.027678,           0.0017873,            0.005974,            0.005974,            0.005974
                 124,            0.041591,            0.040828,            0.002877,             0.80909,             0.64359,             0.74091,             0.48024,            0.037781,            0.027676,           0.0017856,            0.005941,            0.005941,            0.005941
                 125,             0.04155,             0.04085,           0.0028382,             0.81226,             0.63966,             0.74021,             0.48029,            0.037771,            0.027672,           0.0017843,            0.005908,            0.005908,            0.005908
                 126,            0.041628,            0.040985,           0.0028587,             0.80517,             0.64456,             0.74066,             0.48043,            0.037762,            0.027672,           0.0017843,            0.005875,            0.005875,            0.005875
                 127,            0.041505,            0.041085,            0.002846,              0.8035,             0.64567,             0.74073,             0.48042,            0.037754,            0.027668,            0.001784,            0.005842,            0.005842,            0.005842
                 128,            0.041497,            0.040828,           0.0028378,             0.80357,             0.64525,             0.74134,              0.4807,            0.037747,            0.027662,           0.0017822,            0.005809,            0.005809,            0.005809
                 129,            0.041459,             0.04087,           0.0028854,             0.80174,             0.64678,             0.74112,              0.4808,            0.037738,            0.027662,           0.0017814,            0.005776,            0.005776,            0.005776
                 130,            0.041445,            0.040876,             0.00283,              0.8059,             0.64406,             0.74091,              0.4811,            0.037737,            0.027663,           0.0017805,            0.005743,            0.005743,            0.005743
                 131,             0.04135,            0.040727,           0.0028281,             0.80612,              0.6436,             0.74099,             0.48129,            0.037731,            0.027662,           0.0017803,             0.00571,             0.00571,             0.00571
                 132,            0.041415,            0.040788,           0.0028181,             0.80878,              0.6432,             0.74158,             0.48107,            0.037724,            0.027662,             0.00178,            0.005677,            0.005677,            0.005677
                 133,            0.041371,             0.04058,           0.0028505,             0.81009,             0.64273,             0.74174,              0.4812,             0.03772,            0.027659,           0.0017809,            0.005644,            0.005644,            0.005644
                 134,            0.041333,            0.040613,           0.0028472,             0.80532,             0.64425,             0.74212,             0.48142,            0.037715,            0.027654,           0.0017807,            0.005611,            0.005611,            0.005611
                 135,            0.041387,            0.040809,           0.0028368,             0.80712,             0.64341,              0.7422,             0.48187,            0.037708,            0.027649,            0.001782,            0.005578,            0.005578,            0.005578
                 136,            0.041335,            0.040662,           0.0027979,             0.80081,             0.64762,              0.7419,             0.48199,              0.0377,            0.027647,           0.0017822,            0.005545,            0.005545,            0.005545
                 137,            0.041258,            0.040722,           0.0028116,             0.80432,              0.6472,             0.74294,             0.48229,            0.037697,            0.027648,            0.001781,            0.005512,            0.005512,            0.005512
                 138,            0.041339,            0.040516,           0.0028069,             0.80274,             0.64573,             0.74231,             0.48209,            0.037689,            0.027649,           0.0017797,            0.005479,            0.005479,            0.005479
